Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated,plot,cover_url,plot_combined,genre
876,tt0056183,2022-12-15,2022-12-15,"Upper class Americans Noel and Meg Johnson have a twenty-six year old daughter named Clara Johnson. Clara suffered a head injury as a child which resulted in her being mentally disabled. Clara's mental capacity is equivalent to that of a ten year old. In many social situations, Clara's disability can be passed off as a simple joy of life. The issue of Clara's care has placed a strain between Noel and Meg, the latter who clings to the hope that one day Clara can lead a ""normal"" life. While on an extended vacation through Italy, Meg and Clara meet a twenty-three year old Italian named Fabrizio Naccarelli in Florence. Fabrizio is instantly smitten with Clara, who returns the affection. Always protecting Clara, Meg initially resists Fabrizio's constant measures to insinuate himself into their lives. But as Meg learns more about Fabrizio and meets his family, Meg begins to believe a marriage between Fabrizio and Clara is Clara's chance for that normal life, all the while not telling the Naccarellis of Clara's issue. This belief places a further strain between Meg and Noel, who still wants Clara placed in some sort of institution. Not having met the Naccarellis, Noel also believes they have ulterior motives in their actions. But what happens if the Nacarellis find out about Clara's disability?::Huggo",Light in the Piazza,https://www.imdb.com/title/tt0056183/,movie,6.9,102.0,1962,"Drama, Romance",1774,1962-01-31,Guy Green,,,"Upper class Americans Noel and Meg Johnson have a twenty-six year old daughter named Clara Johnson. Clara suffered a head injury as a child which resulted in her being mentally disabled. Clara's mental capacity is equivalent to that of a ten year old. In many social situations, Clara's disability can be passed off as a simple joy of life. The issue of Clara's care has placed a strain between Noel and Meg, the latter who clings to the hope that one day Clara can lead a ""normal"" life. While on an extended vacation through Italy, Meg and Clara meet a twenty-three year old Italian named Fabrizio Naccarelli in Florence. Fabrizio is instantly smitten with Clara, who returns the affection. Always protecting Clara, Meg initially resists Fabrizio's constant measures to insinuate himself into their lives. But as Meg learns more about Fabrizio and meets his family, Meg begins to believe a marriage between Fabrizio and Clara is Clara's chance for that normal life, all the while not telling the Naccarellis of Clara's issue. This belief places a further strain between Meg and Noel, who still wants Clara placed in some sort of institution. Not having met the Naccarellis, Noel also believes they have ulterior motives in their actions. But what happens if the Nacarellis find out about Clara's disability?::Huggo",https://m.media-amazon.com/images/M/MV5BMjEyODIxMjYyOV5BMl5BanBnXkFtZTgwMjI1MjkwMzE@.jpg,"Upper class Americans Noel and Meg Johnson have a twenty-six year old daughter named Clara Johnson. Clara suffered a head injury as a child which resulted in her being mentally disabled. Clara's mental capacity is equivalent to that of a ten year old. In many social situations, Clara's disability can be passed off as a simple joy of life. The issue of Clara's care has placed a strain between Noel and Meg, the latter who clings to the hope that one day Clara can lead a ""normal"" life. While on an extended vacation through Italy, Meg and Clara meet a twenty-three year old Italian named Fabrizio Naccarelli in Florence. Fabrizio is instantly smitten with Clara, who returns the affection. Always protecting Clara, Meg initially resists Fabrizio's constant measures to insinuate himself into their lives. But as Meg learns more about Fabrizio and meets his family, Meg begins to believe a marriage between Fabrizio and Clara is Clara's chance for that normal life, all the while not telling the Naccarellis of Clara's issue. This belief places a further strain between Meg and Noel, who still wants Clara placed in some sort of institution. Not having met the Naccarellis, Noel also believes they have ulterior motives in their actions. But what happens if the Nacarellis find out about Clara's disability?::Huggo
Drama, Romance
Guy Green","Drama, Romance"
877,tt1446206,2022-12-15,2022-12-15,"The six-year-old girl had never seen her mother in her life. But, once appearing to soon leave again, the mother gave the girl a small ridiculous toy - a spinning top. This name is the best fit for the girl herself.",Volchok,https://www.imdb.com/title/tt1446206/,movie,7.0,88.0,2009,Drama,1191,2009-06-11,Vasiliy Sigarev,,,"The six-year-old girl had never seen her mother in her life. But, once appearing to soon leave again, the mother gave the girl a small ridiculous toy - a spinning top. This name is the best fit for the girl herself.",https://m.media-amazon.com/images/M/MV5BOWEyMDk3YjAtMTBiOS00M2Q3LTg4MTAtMzExZjBmYTJjOGZjXkEyXkFqcGdeQXVyMDczMDEwMw@@.jpg,"The six-year-old girl had never seen her mother in her life. But, once appearing to soon leave again, the mother gave the girl a small ridiculous toy - a spinning top. This name is the best fit for the girl herself.
Drama
Vasiliy Sigarev",Drama
878,tt0079083,2022-12-15,2022-12-15,"A wildly anarchic satire of urban guerrilla warfare in which a band of leftist radicals inadvertently become puppets of the West German government, which uses them to justify its authoritarian policies.",Die dritte Generation,https://www.imdb.com/title/tt0079083/,movie,6.8,111.0,1979,"Crime, Drama",2530,1979-05-13,Rainer Werner Fassbinder,,,"A wildly anarchic satire of urban guerrilla warfare in which a band of leftist radicals inadvertently become puppets of the West German government, which uses them to justify its authoritarian policies.",https://m.media-amazon.com/images/M/MV5BZTY0ODE5ZWEtNmYwMy00Y2Y5LWI0NjgtY2EyZGI0MWYyMjllXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,"A wildly anarchic satire of urban guerrilla warfare in which a band of leftist radicals inadvertently become puppets of the West German government, which uses them to justify its authoritarian policies.
Crime, Drama
Rainer Werner Fassbinder","Crime, Drama"
879,tt0053917,2022-12-15,2022-12-15,Dramatic story of the influential Hunnicutt family set in Texas during the late 1950s.,Home from the Hill,https://www.imdb.com/title/tt0053917/,movie,7.4,150.0,1960,"Drama, Romance",3529,1960-03-03,Vincente Minnelli,,,Dramatic story of the influential Hunnicutt family set in Texas during the late 1950s.,https://m.media-amazon.com/images/M/MV5BMTYyNDAwODE0MV5BMl5BanBnXkFtZTgwNDU0OTgxMTE@.jpg,"Dramatic story of the influential Hunnicutt family set in Texas during the late 1950s.
Drama, Romance
Vincente Minnelli","Drama, Romance"
880,tt11284502,2022-12-15,2022-12-15,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life - unfortunately it's not that simple.",South of Heaven,https://www.imdb.com/title/tt11284502/,movie,5.8,120.0,2021,"Action, Crime, Drama, Thriller",1998,2021-10-02,Aharon Keshales,,,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life - unfortunately it's not that simple.",https://m.media-amazon.com/images/M/MV5BYmE3MGQ1ZjYtODUzZC00OWE2LTgxY2ItMDM4MTIzODY5MDk0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@.jpg,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life - unfortunately it's not that simple.
Action, Crime, Drama, Thriller
Aharon Keshales","Action, Crime, Drama, Thriller"
881,tt0409630,2022-12-15,2022-12-15,"In a man-made underground society, descendants of a banished generation vie for control of the crumbling city of Lux. Ichise, an orphan turned prize fighter, loses a leg and an arm to satisfy an enraged fight promoter. On the brink of death he is taken in by a young woman doctor and used as a guinea pig for the next evolution of Texhnolyze. With his new limbs, Ichise is taken under the wing of Oonishi, a powerful leader of Organ, an organization with some hold on Lux. As Ichise is drawn deeper into a war for territorial control of the city, he learns of his possible future from the young girl prophet Ran, who guides him from the shadows in his darkest times. With the explosion of the warfare, Ichise must uncover the truth about Lux and fight for his survival as he realizes his destiny.::Anonymous",Tekunoraizu,https://www.imdb.com/title/tt0409630/,tvSeries,7.6,,2003,"Animation, Drama, Sci-Fi",2830,2003-04-16,,,,"In a man-made underground society, descendants of a banished generation vie for control of the crumbling city of Lux. Ichise, an orphan turned prize fighter, loses a leg and an arm to satisfy an enraged fight promoter. On the brink of death he is taken in by a young woman doctor and used as a guinea pig for the next evolution of Texhnolyze. With his new limbs, Ichise is taken under the wing of Oonishi, a powerful leader of Organ, an organization with some hold on Lux. As Ichise is drawn deeper into a war for territorial control of the city, he learns of his possible future from the young girl prophet Ran, who guides him from the shadows in his darkest times. With the explosion of the warfare, Ichise must uncover the truth about Lux and fight for his survival as he realizes his destiny.::Anonymous",https://m.media-amazon.com/images/M/MV5BYzNmZDQ1ZTEtYzQwMy00ZDBmLWI5MmQtZmQwYzM0YmQ4NWQ1XkEyXkFqcGdeQXVyMTA3OTEyODI1.jpg,"In a man-made underground society, descendants of a banished generation vie for control of the crumbling city of Lux. Ichise, an orphan turned prize fighter, loses a leg and an arm to satisfy an enraged fight promoter. On the brink of death he is taken in by a young woman doctor and used as a guinea pig for the next evolution of Texhnolyze. With his new limbs, Ichise is taken under the wing of Oonishi, a powerful leader of Organ, an organization with some hold on Lux. As Ichise is drawn deeper into a war for territorial control of the city, he learns of his possible future from the young girl prophet Ran, who guides him from the shadows in his darkest times. With the explosion of the warfare, Ichise must uncover the truth about Lux and fight for his survival as he realizes his destiny.::Anonymous
Animation, Drama, Sci-Fi
nan","Animation, Drama, Sci-Fi"
882,tt0339579,2022-12-15,2022-12-15,A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.,Ritânâ,https://www.imdb.com/title/tt0339579/,movie,6.4,116.0,2002,"Action, Adventure, Sci-Fi",11376,2002-08-31,Takashi Yamazaki,,,A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.,https://m.media-amazon.com/images/M/MV5BMWRhNDBhZjgtZTAwOS00MjM4LWJhNGItMDhmYzllZjdjNGI3XkEyXkFqcGdeQXVyODkxMTU1Njc@.jpg,"A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.
Action, Adventure, Sci-Fi
Takashi Yamazaki","Action, Adventure, Sci-Fi"
883,tt0216256,2022-12-15,2022-12-15,"In 2069, doctors have developed the technology to create human clones. After governmental legislation, banning human cloning, the doctors at D.B.I. find another way to continue their experimentations on an orbiting space prison, the Maxine-2000. In Washington D.C., Essex is an agent for the National Bio-ethics Advisory Commission who specializes in enforcing the Bio-ethic laws. He is sent to the Maxine-2000 to investigate rumors of illegal experimentation on prisoners. After discovering the terrifying truth, he rushes back to Earth to try to confront the geneticists.::Annonymous",Xscape,https://www.imdb.com/title/tt0216256/,movie,6.3,135.0,2000,"Drama, Mystery, Sci-Fi, Thriller",90,,Aaron Michael Lacey,,,"In 2069, doctors have developed the technology to create human clones. After governmental legislation, banning human cloning, the doctors at D.B.I. find another way to continue their experimentations on an orbiting space prison, the Maxine-2000. In Washington D.C., Essex is an agent for the National Bio-ethics Advisory Commission who specializes in enforcing the Bio-ethic laws. He is sent to the Maxine-2000 to investigate rumors of illegal experimentation on prisoners. After discovering the terrifying truth, he rushes back to Earth to try to confront the geneticists.::Annonymous",https://m.media-amazon.com/images/M/MV5BMTk4NTg3NDk4NV5BMl5BanBnXkFtZTcwMTg1NzEzMQ@@.jpg,"In 2069, doctors have developed the technology to create human clones. After governmental legislation, banning human cloning, the doctors at D.B.I. find another way to continue their experimentations on an orbiting space prison, the Maxine-2000. In Washington D.C., Essex is an agent for the National Bio-ethics Advisory Commission who specializes in enforcing the Bio-ethic laws. He is sent to the Maxine-2000 to investigate rumors of illegal experimentation on prisoners. After discovering the terrifying truth, he rushes back to Earth to try to confront the geneticists.::Annonymous
Drama, Mystery, Sci-Fi, Thriller
Aaron Michael Lacey","Drama, Mystery, Sci-Fi, Thriller"
884,tt0272152,2022-12-15,2022-12-15,"PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.",K-PAX,https://www.imdb.com/title/tt0272152/,movie,7.4,120.0,2001,"Drama, Mystery, Sci-Fi",185555,2001-10-22,Iain Softley,,,"PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.",https://m.media-amazon.com/images/M/MV5BZjE2Mjc4Y2EtN2QyNy00YTI5LWFlMjUtYjkwOTdhYTliMTliXkEyXkFqcGdeQXVyMjA0MzYwMDY@.jpg,"PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.
Drama, Mystery, Sci-Fi
Iain Softley","Drama, Mystery, Sci-Fi"
885,tt1549572,2022-12-15,2022-12-15,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",Another Earth,https://www.imdb.com/title/tt1549572/,movie,6.9,92.0,2011,"Drama, Romance, Sci-Fi",96609,2011-01-24,Mike Cahill,,,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",https://m.media-amazon.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@.jpg,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.
Drama, Romance, Sci-Fi
Mike Cahill","Drama, Romance, Sci-Fi"
886,tt0080745,2022-12-15,2022-12-15,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,Flash Gordon,https://www.imdb.com/title/tt0080745/,movie,6.5,111.0,1980,"Action, Adventure, Sci-Fi",57542,1980-09-30,Mike Hodges,,,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,https://m.media-amazon.com/images/M/MV5BN2Y4ZDBjMjEtZWQ0OS00NzYyLTg0M2ItMmUzYTEwN2RmMGVlXkEyXkFqcGdeQXVyMjgyOTI1ODY@.jpg,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.
Action, Adventure, Sci-Fi
Mike Hodges","Action, Adventure, Sci-Fi"
887,tt0115571,2022-12-15,2022-12-15,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",The Arrival,https://www.imdb.com/title/tt0115571/,movie,6.2,115.0,1996,"Mystery, Sci-Fi, Thriller",35909,1996-03-05,David Twohy,,,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",https://m.media-amazon.com/images/M/MV5BMGI3OTg1NzItNDQxMS00MzY1LTkzODUtYjNkMmUzNTE0MWE0XkEyXkFqcGdeQXVyNDAxNjkxNjQ@.jpg,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.
Mystery, Sci-Fi, Thriller
David Twohy","Mystery, Sci-Fi, Thriller"
888,tt0044121,2022-12-15,2022-12-15,Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.,The Thing from Another World,https://www.imdb.com/title/tt0044121/,movie,7.1,87.0,1951,"Horror, Sci-Fi",30633,1951-04-05,"Christian Nyby, Howard Hawks",,,Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.,https://m.media-amazon.com/images/M/MV5BOTU3MzgyYjktMzM5Yi00MjlhLWI3YTItYmIyYTc0YjNlZDRiXkEyXkFqcGdeQXVyNDQ2MTMzODA@.jpg,"Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.
Horror, Sci-Fi
Christian Nyby, Howard Hawks","Horror, Sci-Fi"
889,tt0069945,2022-12-15,2022-12-15,"In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong.",Dark Star,https://www.imdb.com/title/tt0069945/,movie,6.2,83.0,1974,"Comedy, Sci-Fi",25203,1974-03-30,John Carpenter,,,"In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong.",https://m.media-amazon.com/images/M/MV5BZDYwN2NjYzQtODk3Ni00ZTA1LWExZmUtZjhjOGQ2YjgwMjIwXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,"In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong.
Comedy, Sci-Fi
John Carpenter","Comedy, Sci-Fi"
890,tt0088678,2022-12-15,2022-12-15,"Tom Sawyer, Becky Thatcher and Huck Finn join Mark Twain on his airship to meet Halley's Comet.",The Adventures of Mark Twain,https://www.imdb.com/title/tt0088678/,movie,7.2,86.0,1985,"Animation, Adventure, Family, Fantasy, Sci-Fi",3071,1985-03-01,Will Vinton,,,"Tom Sawyer, Becky Thatcher and Huck Finn join Mark Twain on his airship to meet Halley's Comet.",https://m.media-amazon.com/images/M/MV5BOGQ2YjBmZTktOTZmYi00MGQyLTllZWMtMDE4YWM3YzI0ZTY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,"Tom Sawyer, Becky Thatcher and Huck Finn join Mark Twain on his airship to meet Halley's Comet.
Animation, Adventure, Family, Fantasy, Sci-Fi
Will Vinton","Animation, Adventure, Family, Fantasy, Sci-Fi"
